epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
73,10351.6,0.09629,0.97394,1,0.10024,0.000189475,0.000189475,0.000189475
74,10494.4,0.10108,0.97365,1,0.10057,0.000177651,0.000177651,0.000177651
75,10637.3,0.09552,0.97277,1,0.09808,0.000166149,0.000166149,0.000166149
76,10780.2,0.09266,0.97365,1,0.09719,0.000154982,0.000154982,0.000154982
77,10923.2,0.09075,0.97511,1,0.09561,0.000144161,0.000144161,0.000144161
78,11066.3,0.08807,0.97511,1,0.0935,0.000133695,0.000133695,0.000133695
79,11209.2,0.09197,0.97482,1,0.09444,0.000123596,0.000123596,0.000123596
80,11352.3,0.0929,0.97482,1,0.09518,0.000113873,0.000113873,0.000113873
81,11495.2,0.08884,0.97599,1,0.0945,0.000104537,0.000104537,0.000104537
82,11638.3,0.08473,0.97482,1,0.09396,9.55951e-05,9.55951e-05,9.55951e-05
83,11781.3,0.08322,0.97452,1,0.09498,8.70577e-05,8.70577e-05,8.70577e-05
84,11924,0.0782,0.97511,1,0.09373,7.89327e-05,7.89327e-05,7.89327e-05
85,12066.9,0.08162,0.97482,1,0.09425,7.12282e-05,7.12282e-05,7.12282e-05
86,12209.7,0.07664,0.97452,1,0.09487,6.39518e-05,6.39518e-05,6.39518e-05
87,12352.5,0.0765,0.97482,1,0.09602,5.71106e-05,5.71106e-05,5.71106e-05
88,12495.3,0.07942,0.9754,1,0.0969,5.07115e-05,5.07115e-05,5.07115e-05
89,12638.1,0.08468,0.9754,1,0.09502,4.47606e-05,4.47606e-05,4.47606e-05
90,12780.9,0.07303,0.97482,1,0.09487,3.9264e-05,3.9264e-05,3.9264e-05
91,12960,0.07286,0.9757,1,0.09482,3.4227e-05,3.4227e-05,3.4227e-05
92,13103.1,0.08247,0.9757,1,0.09425,2.96546e-05,2.96546e-05,2.96546e-05
93,13246.4,0.07813,0.9757,1,0.09437,2.55513e-05,2.55513e-05,2.55513e-05
94,13389.5,0.07348,0.9754,1,0.09459,2.19212e-05,2.19212e-05,2.19212e-05
95,13532.4,0.07542,0.9754,1,0.09451,1.87678e-05,1.87678e-05,1.87678e-05
96,13675.3,0.07648,0.9757,1,0.09477,1.60943e-05,1.60943e-05,1.60943e-05
97,13818.4,0.06937,0.9754,1,0.09479,1.39032e-05,1.39032e-05,1.39032e-05
98,13961.4,0.07271,0.9757,1,0.09534,1.21968e-05,1.21968e-05,1.21968e-05
99,14104.3,0.07749,0.9757,1,0.09467,1.09768e-05,1.09768e-05,1.09768e-05
100,14247.2,0.07565,0.9757,1,0.09463,1.02443e-05,1.02443e-05,1.02443e-05
